LocalizedInfo:language,TitleDisplay,Summary190,Summary400,ArtReference,ArtReference:resolution,ArtReference:purpose,Genre,ReleaseDate,ReleaseHistory:Type,ReleaseHistory:Country,ReleaseHistory:Date,WorkType,Rating,Rating:Country,Rating:System,Rating:Value,Cast:JobFunction,Cast:BillingBlockOrder,Cast:DisplayName:language,Cast:DisplayName,OriginalLanguage,OrganizationID,OrganizationRole,CompanyDisplayCredit,CompanyDisplayCredit:language,Category,SequenceNumber,ParentContentID
en-US,Chioma,After years of grief a Nigerian-Ghanaian family celebrates their 12-year-old quadriplegic sons recovery but joy turns dark as he desires his sister and her boyfriends vanish.,After years of grief a troubled Nigerian Ghanaian family is overjoyed when their 12 year old quadriplegic son Kujo suddenly recovers. But Kujo begins developing forbidden feelings for his older sister Chioma. Despite intervention from their mother and a powerful priest Kujo stays obsessed. Soon Chiomas boyfriends start vanishing one by one. The familys joy slowly turns into fear.,Chioma_HD_En_Box_Art_4_3_Movies.png;Chioma_HD_En_Cover_Art_16_9_Movies.png;Chioma_HD_En_Hero_Art_16_9_Movies.png;Chioma_HD_En_Poster_Art_2_3_Movies.png;Chioma_HD_En_Title_Art_55_24_Movies.png,1200x1600;1920x1080;1920x1080;2000x3000;2861x560,boxart;cover;hero;poster;title,horror;drama,2023-08-01,Theatrical,GH,2023-08-01,movie,Yes,NG,NFVCB,PG,Actor;Actor;Actor;Director,1;2;3;1,en-US,Emmanuel Asamoah;Manuela Ifunanya Ulasi;Brian Angels;David Asare Masterwille,en-US,wiflix,licensor,WiFlix,en-US,Feature,,
