AudioTrackID,AudioType,AudioLanguage,AudioLocation,AudioHash,VideoTrackID,VideoType,VideoLanguage,VideoLocation,VideoHash,AspectRatio,WidthPixels,HeightPixels,Progressive,ProgressiveScanOrder,SubtitleTrackID,SubtitleType,SubtitleLanguage,SubtitleLocation,SubtitleHash,SubtitleFrameRate,SubtitleFrameRateMultiplier,SubtitleFrameRateTimeCode,PresentationID,PresentationIDTrackNum,PresentationIDVid,PresentationIDAud,PresentationIDSub,ExperienceID,ExperienceType,ExperienceSubType,ExperienceChildID,ExperienceChildRelationship,ALID,ALIDExperienceID
,,,,Chioma,md:vidtrackid:org:wiflix:Chioma:feature.video,HD,en-US,Chioma_HD_En_Stereo.mp4,,16:9,1280,720,TRUE,,,,,,,,,,md:presentationid:org:wiflix:Chioma:feature.presentation,0,md:vidtrackid:org:wiflix:Chioma:feature.video,,,md:experienceid:org:wiflix:Chioma:experience,Main,Feature,,,md:ALID:org:wiflix:Chioma,md:experienceid:org:wiflix:Chioma:experience
